apn,number_of_buildings,view_code,parcel_level_latitude,parcel_level_longitude,situs_house_number,situs_house_number_suffix,situs_direction,situs_street_name,situs_mode,situs_unit_number,situs_city,situs_state,situs_zip_code,situs_county,assessed_land_value,land_square_footage,year_built,effective_year_built,bedrooms_all_buildings,total_rooms_all_buildings,total_bath_rooms_calculated_all_buildings,total_baths_primary_building,full_baths_all_buildings,half_baths_all_buildings,pool_indicator,pool_code,stories_number,universal_building_square_feet,building_square_feet,living_square_feet_all_buildings,ground_floor_square_feet,basement_square_feet,garage_parking_square_feet,avm_value_amount
174111330000,1,,34.035777,-117.165069,17,,W,HILTON,AVE,,REDLANDS,CA,923737047,SAN BERNARDINO,120514,20592,1955,1965,4,9,3,2,2,1,Y,00S,1,2708,2708,2708,1456,,1104,1070800
173322100000,1,,34.044359,-117.171287,217,,,PHLOX,AVE,,REDLANDS,CA,923736118,SAN BERNARDINO,101338,8316,1959,1959,3,6,2,2,2,,Y,1,1,1446,1940,1446,1446,,494,467900
1212011260000,1,VAV,34.082311,-117.172578,838,,,ANDERSON,CT,,REDLANDS,CA,923741812,SAN BERNARDINO,76146,7405,1988,1988,4,8,3,3,3,,Y,00S,2,2097,2769,2097,1294,,672,450400
174123260000,1,,34.036353,-117.158102,206,,E,SUNSET,DR,,REDLANDS,CA,923736860,SAN BERNARDINO,87509,13824,1959,1959,3,6,3,2.5,2,1,Y,00S,1,2036,2036,2036,1595,,440,551500
172172350000,1,,34.04136,-117.198523,1309,,,FULBRIGHT,AVE,,REDLANDS,CA,923734935,SAN BERNARDINO,60924,10200,1971,1971,4,8,2,2,2,,,,1,1792,2254,1792,1792,,462,523100
174231470000,1,VAV,34.041779,-117.147229,1616,,,MARION,RD,,REDLANDS,CA,923746300,SAN BERNARDINO,156060,44867,1964,1964,3,5,2,1,2,,,,1,1126,1126,1838,842,,560,605500
167911430000,1,,34.084155,-117.185876,1980,,,COLORADO,ST,,REDLANDS,CA,923741657,SAN BERNARDINO,157589,7679,2008,2008,5,11,5,4.5,4,1,,,2,3439,3989,3439,3439,,550,543200
167111060000,1,,34.079941,-117.186462,1722,,,WEBSTER,ST,,REDLANDS,CA,923742112,SAN BERNARDINO,41002,6534,1946,1946,3,6,2,2,2,,,,1,746,746,746,746,,360,166500
174021620000,1,,34.035933,-117.172237,1345,,,FOUNTAIN,PL,,REDLANDS,CA,923737066,SAN BERNARDINO,503331,66286,2006,2006,5,14,5,4.5,4,1,Y,00S,2,6505,7537,6505,4284,,1032,2165200
292621090000,,,34.052476,-117.219484,1910,,,ORANGE,AVE,,REDLANDS,CA,923734232,SAN BERNARDINO,22419,1925,,,,,,,,,,,,,,,,,,594400
168671070000,1,,34.063057,-117.146374,1619,,E,COLTON,AVE,,REDLANDS,CA,923743932,SAN BERNARDINO,127500,7260,1987,1987,4,8,3,3,3,,Y,,2,2159,2777,2159,1215,,618,415200
292481750000,1,,34.05145,-117.206862,1555,,,ORANGE,AVE,204,REDLANDS,CA,923731449,SAN BERNARDINO,91188,1550,2006,2006,2,4,3,2.5,2,1,,,2,1122,1542,1122,510,,420,292100
170451180000,1,,34.057068,-117.144763,142,,,FERNDALE,CT,,REDLANDS,CA,923744285,SAN BERNARDINO,43382,7272,1978,1978,3,6,2,2,2,,,,1,1405,1885,1405,1141,,480,406000
172111040000,1,,34.047889,-117.190551,905,,W,OLIVE,AVE,,REDLANDS,CA,923735018,SAN BERNARDINO,102000,7900,1962,1962,3,5,1,1,1,,,,1,1130,1530,1130,1130,,400,337100
168611110000,1,,34.066692,-117.147984,1565,,E,BROCKTON,AVE,,REDLANDS,CA,923743119,SAN BERNARDINO,94509,8750,1986,1987,3,7,2,2,2,,,,1,1462,2062,1462,1462,,600,403500
172351120000,1,,34.039851,-117.183358,860,,W,PALM,AVE,,REDLANDS,CA,923735838,SAN BERNARDINO,106332,25171,1901,1930,4,8,2,1.5,2,1,Y,S00,2,3036,3036,3036,1475,,360,894600
169061040000,1,,34.06611,-117.184346,1028,,,CLAY,ST,,REDLANDS,CA,923743254,SAN BERNARDINO,29783,6480,1935,1940,2,5,1,1,1,,,,1,812,812,812,812,,216,245300
173152110000,1,,34.044222,-117.176796,715,,S,EUREKA,ST,,REDLANDS,CA,923735913,SAN BERNARDINO,50006,13452,1959,1959,5,10,3,3,3,,Y,00S,1,2867,3267,2867,1456,,400,691500
173114090000,1,,34.053653,-117.166862,512,,S,UNIVERSITY,ST,,REDLANDS,CA,923745397,SAN BERNARDINO,94221,9100,1954,1954,3,7,2,2,2,1,,,1,1624,1624,1624,1132,,400,444000
170491060000,1,,34.060628,-117.141878,547,,,CARNES,CIR,,REDLANDS,CA,923744209,SAN BERNARDINO,124536,4000,1987,1987,4,6,3,2.5,2,1,Y,,2,1890,2339,1890,942,,449,450000
175381150000,1,VFA,34.026875,-117.188409,1345,,,PINE KNOLL,CRES,,REDLANDS,CA,923736545,SAN BERNARDINO,89585,22500,1982,1982,3,10,3,3,3,,,,2,4602,5810,4602,1801,,1208,995100
299351070000,1,,34.058638,-117.135721,30648,,,3RD,AVE,,REDLANDS,CA,923747683,SAN BERNARDINO,117045,5400,1987,1987,3,7,3,2.5,2,1,,,2,1772,2212,1695,906,,440,428300
172272010000,1,,34.043684,-117.187346,435,,S,ASH,ST,,REDLANDS,CA,923735859,SAN BERNARDINO,43754,8560,1948,1948,1,4,2,1.75,2,,,,1,1112,1112,1112,980,,300,446000
167124110000,1,,34.078808,-117.183201,1642,,,WASHINGTON,ST,,REDLANDS,CA,923742221,SAN BERNARDINO,27555,6534,1930,1930,2,4,1,1,1,,,,1,900,900,900,576,,288,310000
1212051500000,1,,34.081834,-117.166263,1117,,,TANGERINE,DR,,REDLANDS,CA,923741836,SAN BERNARDINO,154100,6050,2004,2004,4,10,3,3,3,,,,2,3116,3668,3144,1438,,552,578600
172162060000,1,,34.038235,-117.202801,1611,,,LAUREL,AVE,,REDLANDS,CA,923734837,SAN BERNARDINO,10552,11700,1947,1947,3,5,1,1,1,,,,1,1229,1229,1229,1029,,200,362300
174031240000,1,,34.041142,-117.170506,11,,E,CRESCENT,AVE,,REDLANDS,CA,923736807,SAN BERNARDINO,118526,7500,1957,1957,3,7,2,1.5,1,1,Y,1,1,1660,1660,1660,1100,,380,486900
1212141390000,1,,34.077519,-117.166925,1601,,,DEANNA,WAY,,REDLANDS,CA,923744714,SAN BERNARDINO,44675,10008,1989,1990,4,8,3,2.5,3,1,,,1,1986,2663,1986,834,,677,453000
174231300000,1,VAV,34.041508,-117.144739,1690,,,MARION,RD,,REDLANDS,CA,923746300,SAN BERNARDINO,171931,42170,1965,1965,4,8,3,3,3,,Y,,1,2438,2922,2768,2438,,484,931400
171202090000,1,,34.055329,-117.190025,46,,N,BUENA VISTA,ST,,REDLANDS,CA,923734616,SAN BERNARDINO,126662,7440,1930,1940,3,7,2,2,2,,,,2,1591,1591,1576,1177,,448,541700
300071120000,1,VFA,34.021459,-117.129109,30955,,,PALO ALTO,DR,,REDLANDS,CA,923737637,SAN BERNARDINO,260100,24300,1978,1978,4,8,4,3.5,3,1,Y,,2,2816,3378,2785,2064,,562,834000
172382070000,1,,34.040722,-117.195473,404,,,NOTTINGHAM,DR,,REDLANDS,CA,923735763,SAN BERNARDINO,99650,8132,1964,1964,3,6,4,3.5,3,1,,,2,1788,2242,1788,1356,,454,530600
1212081200000,1,,34.079256,-117.167623,1036,,,OCCIDENTAL,CIR,,REDLANDS,CA,923742685,SAN BERNARDINO,26001,1306,1984,1984,3,6,2,2,2,,,,1,1512,1982,1512,1512,,470,290700
300411150000,1,,34.024284,-117.135291,758,,,STRADA CASALINGO,CT,,REDLANDS,CA,923737374,SAN BERNARDINO,224842,5338,2007,2008,3,7,4,3.5,3,1,,,1,2889,3429,2889,2889,,540,828900
170451140000,1,,34.056284,-117.14477,52,,,FERNDALE,CT,,REDLANDS,CA,923744219,SAN BERNARDINO,31226,7272,1979,1978,4,8,2,2,2,,,,1,1430,1870,1430,1430,,440,387600
172084050000,1,,34.048111,-117.193953,115,,,DALE,LN,,REDLANDS,CA,923735086,SAN BERNARDINO,135412,10000,1981,1981,4,8,3,3,3,,,,2,2397,3133,2395,1167,,736,576700
175062120000,1,,34.037231,-117.183295,939,,,CHESTNUT,AVE,,REDLANDS,CA,923736605,SAN BERNARDINO,12542,9975,1955,1955,4,7,2,2,2,,Y,1,1,1368,1788,1380,1368,,420,431200
173354190000,1,,34.050516,-117.160874,1056,,,DRACENA,CT,,REDLANDS,CA,923746312,SAN BERNARDINO,10750,9000,1964,1964,5,8,3,2.5,2,1,Y,1,1,1500,1900,2423,1500,,400,431800
173131480000,1,,34.042098,-117.181596,657,,W,CLIFTON,AVE,,REDLANDS,CA,923735841,SAN BERNARDINO,14575,15120,1973,1973,4,8,2,2,2,,,,1,1997,2459,1997,1997,,462,530400
168611310000,1,,34.069263,-117.147925,1229,,N,DEARBORN,ST,,REDLANDS,CA,923743943,SAN BERNARDINO,53555,7600,1986,1987,4,7,3,2.5,2,1,,,2,1643,2283,1643,792,,640,400700
168112260000,1,,34.075667,-117.148954,1568,,,PATTERSON RANCH,RD,,REDLANDS,CA,923742971,SAN BERNARDINO,175950,7655,2014,2014,4,9,4,3.5,3,1,,,2,3287,3917,3359,1663,,,636600
168271220000,1,,34.068128,-117.140628,1751,,,NAPLES,AVE,,REDLANDS,CA,923744974,SAN BERNARDINO,74058,8550,1999,1999,5,10,3,3,3,,,,2,2273,2273,2273,1247,,567,509200
167851340000,1,,34.081907,-117.180042,1833,,,CAVE,ST,,REDLANDS,CA,923741707,SAN BERNARDINO,82423,7500,2000,2000,3,7,3,2.5,2,1,,,2,1797,2511,1812,904,,714,415200
171332190000,1,,34.053881,-117.179041,220,,,SONORA,ST,,REDLANDS,CA,923735208,SAN BERNARDINO,104040,8000,1896,1930,3,6,1,1,1,,,,1,980,980,1043,980,,,474600
168671250000,1,,34.064227,-117.145639,912,,,KNIGHTSBRIDGE,LN,,REDLANDS,CA,923743970,SAN BERNARDINO,87738,8880,1987,1987,4,8,3,3,3,,,,2,2084,2680,2088,1187,,596,505400
176051220000,1,VFA,34.029551,-117.17319,1415,,,PACIFIC,ST,,REDLANDS,CA,923736935,SAN BERNARDINO,42510,18320,1951,1953,2,7,2,2,2,,Y,00S,1,1502,1901,1502,996,,399,539800
1212051580000,1,,34.082139,-117.167557,1086,,,ALEXIS,LN,,REDLANDS,CA,923741838,SAN BERNARDINO,101338,5662,2004,2004,6,9,3,3,3,,,,2,2918,3367,2918,1499,,449,541400
300501160000,1,VAV,34.019658,-117.13425,12878,,,VIA DEL SOL,,,REDLANDS,CA,923737465,SAN BERNARDINO,333869,100624,1978,1978,4,9,3,3,3,,Y,,1,3786,4521,3761,3786,,735,1326000
175392140000,1,,34.032743,-117.202131,1672,,,SMILEY HEIGHTS,DR,,REDLANDS,CA,923736533,SAN BERNARDINO,150693,19186,1974,1974,2,9,3,3,3,,Y,1,2,3138,3663,3138,1989,,525,1113600
174491270000,1,,34.050026,-117.142753,1705,,,SHIRLEY,LN,,REDLANDS,CA,923745523,SAN BERNARDINO,73724,9945,1979,1979,4,8,2,2,2,,Y,S00,1,1738,2218,1738,1738,,480,468500
176351160000,1,VAV,34.027316,-117.142651,1659,,,COUNTRY CLUB,DR,,REDLANDS,CA,923737341,SAN BERNARDINO,155870,15900,1963,1963,5,9,3,3,3,,Y,1,3,2364,2744,2364,1384,,380,666700
174192330000,1,VFA,34.050732,-117.140022,1767,,,SUNNYPARK,,,REDLANDS,CA,923745578,SAN BERNARDINO,133139,5900,1986,1986,4,7,3,2.5,2,1,,,2,2088,2548,2088,1030,,460,495200
174571110000,1,,34.054439,-117.145306,7,,,MEADOWBROOK,LN,,REDLANDS,CA,923745514,SAN BERNARDINO,49984,9900,1986,1986,4,8,3,3,3,,,,2,2140,2740,2140,1234,,600,471600
1212421400000,1,,34.066699,-117.158435,1365,,E,BROCKTON,AVE,,REDLANDS,CA,923743802,SAN BERNARDINO,84000,8700,1925,1925,2,4,1,1,1,,,,1,720,720,720,720,,400,274600
176221020000,1,VGO,34.033307,-117.150253,1506,,,MARGARITA,DR,,REDLANDS,CA,923736414,SAN BERNARDINO,218484,67518,1962,1962,5,9,3,2,3,,Y,00S,1,2566,3106,2486,2146,,540,852600
174052180000,1,,34.041212,-117.165741,219,,,SUMMIT,AVE,,REDLANDS,CA,923736851,SAN BERNARDINO,157600,13700,1950,1950,2,5,2,2,2,,Y,1,1,1645,1645,1645,1645,,560,694400
176511070000,1,,34.02783,-117.143914,1640,,,COUNTRY CLUB,DR,,REDLANDS,CA,923737371,SAN BERNARDINO,139869,19800,1988,1988,3,8,3,2,2,1,Y,00S,1,2201,2914,2201,2201,,713,746800
175082130000,1,,34.031212,-117.188158,1215,,,CROWN,ST,,REDLANDS,CA,923736540,SAN BERNARDINO,75951,8900,1961,1961,4,8,3,3,3,,,,1,2334,2334,2334,1670,,462,725600
1212283030000,1,,34.072232,-117.164458,1413,,,VILLAGE,ST,,REDLANDS,CA,923742671,SAN BERNARDINO,55713,4182,1981,1981,3,9,2,2,2,,,,1,1440,1440,1440,1440,,,223100
171232140000,1,,34.051751,-117.187513,114,,S,BUENA VISTA,ST,,REDLANDS,CA,923735127,SAN BERNARDINO,82423,6950,1903,1940,3,5,2,1.75,2,,,,2,1720,1720,1720,1273,,396,712100
176411220000,1,VGO,34.030976,-117.144533,620,,E,SUNSET,DR,,REDLANDS,CA,923736409,SAN BERNARDINO,198977,13950,1968,1968,3,7,2,2.5,2,1,,,1,2144,2857,2144,2144,,713,672900
176541140000,1,,34.029271,-117.17194,1425,,,CHARLESTON,LN,,REDLANDS,CA,923737041,SAN BERNARDINO,277644,27270,2015,2016,4,9,4,3.5,3,1,Y,00S,,3802,4452,3802,2137,,,1167800
1212171450000,1,,34.076109,-117.162405,1562,,,MARGIT,ST,,REDLANDS,CA,923744743,SAN BERNARDINO,136386,8064,2005,2006,4,9,3,2.5,2,1,,,2,3091,3517,3091,1559,,426,559100
170062010000,1,,34.063458,-117.16023,1300,,,COLLEGE,AVE,,REDLANDS,CA,923743809,SAN BERNARDINO,59595,8974,1947,1955,3,7,2,2,2,,,,1,1680,2040,1680,1328,,360,425300
168413010000,1,,34.064747,-117.152928,1456,,,CLOCK,AVE,,REDLANDS,CA,923743822,SAN BERNARDINO,35003,7500,1964,1965,4,5,2,2,2,,,,1,1559,1979,1559,1559,,420,393000
173211160000,1,,34.040243,-117.180909,801,,S,CENTER,ST,,REDLANDS,CA,923736732,SAN BERNARDINO,65036,8400,1896,1930,3,5,1,1,1,,,,1,1492,1492,1492,1112,,360,632500
170363070000,1,,34.057774,-117.154888,219,,,NAOMI,ST,,REDLANDS,CA,923744115,SAN BERNARDINO,38585,8282,1960,1960,3,6,2,2,2,,,,1,1453,1913,1453,1327,,460,377100
168781260000,1,,34.071981,-117.142778,1664,,,NARANJO,CT,,REDLANDS,CA,923742789,SAN BERNARDINO,98827,13939,2003,2003,3,8,4,4,4,,,,1,2431,2872,2428,2431,,441,499500
176181130000,1,VFA,34.026307,-117.14553,531,,E,MARIPOSA,DR,,REDLANDS,CA,923737351,SAN BERNARDINO,97623,34412,1954,1954,4,7,2,2,2,,Y,00S,1,2426,3025,2137,1513,,440,599500
1212151410000,1,,34.077072,-117.171104,1563,,,STONY,CT,,REDLANDS,CA,923742586,SAN BERNARDINO,70261,7169,1984,1984,2,4,2,2,2,,,,1,1005,1485,1005,1005,,480,320800
168751080000,1,,34.071099,-117.146135,1604,,,SUNDOWN,CT,,REDLANDS,CA,923742768,SAN BERNARDINO,91881,7040,2001,2001,4,9,3,3,3,,Y,00S,2,3072,3662,3072,1526,,590,610300
293171080000,1,,34.044955,-117.207864,1564,,,BROOKSIDE,AVE,,REDLANDS,CA,923734805,SAN BERNARDINO,94637,10000,1992,1992,4,8,3,4,3,,Y,00S,2,2785,3607,2785,1445,,822,773300
170371070000,1,,34.062518,-117.152712,1460,,E,COLTON,AVE,,REDLANDS,CA,923743825,SAN BERNARDINO,11186,7888,1961,1961,3,6,2,2,2,,,,1,1252,1758,1252,1252,,506,339600
292621180000,,,34.052222,-117.219093,1910,,,ORANGE,AVE,,REDLANDS,CA,923734232,SAN BERNARDINO,22419,1925,,,,,,,,,,,,,,,,,,594400
174631320000,1,,34.034623,-117.148918,524,,,GOLDEN WEST,DR,,REDLANDS,CA,923736897,SAN BERNARDINO,130895,14100,1999,1999,6,13,5,5,5,,,,2,3588,4071,3588,1692,,483,891600
175171070000,1,,34.033002,-117.180939,1005,,W,CRESCENT,AVE,,REDLANDS,CA,923736648,SAN BERNARDINO,56621,7500,1954,1954,3,6,2,1.5,1,1,,,1,1428,1428,1498,1428,,400,491700
173481290000,1,VAV,34.052359,-117.163005,992,,,ARDMORE,CIR,,REDLANDS,CA,923746282,SAN BERNARDINO,28562,1362,1986,1986,3,6,2,2,2,,,,1,1362,1803,1362,1362,,441,341300
167315030000,1,,34.080383,-117.178334,307,,,MULVIHILL,AVE,,REDLANDS,CA,923742351,SAN BERNARDINO,82424,6000,1954,1954,3,5,1,1,1,,,,1,978,1242,978,978,,264,285500
176171120000,1,VGO,34.02221,-117.151703,1809,,,CANYON,RD,,REDLANDS,CA,923737203,SAN BERNARDINO,34758,49220,1958,1980,6,11,4,4,4,,Y,1,1,3789,4551,3789,1924,,762,1090500
174581640000,1,,34.052667,-117.141836,128,,,DOLORES,CT,,REDLANDS,CA,923745566,SAN BERNARDINO,156000,13800,1985,1985,4,8,3,3,3,,Y,00S,2,2096,2823,2096,1156,,727,508600
173151410000,1,,34.043744,-117.178392,707,,,ALVARADO,ST,,REDLANDS,CA,923735935,SAN BERNARDINO,163957,9375,1954,1954,3,7,2,1.5,1,1,,,1,2085,2465,2085,1365,,380,568500
170081050000,1,,34.062404,-117.169023,1006,,E,COLTON,AVE,,REDLANDS,CA,923743639,SAN BERNARDINO,84366,13000,1801,1930,3,6,1,1,1,,,,1,1176,1176,1186,1176,,252,342200
292371650000,1,,34.063736,-117.229845,26332,,,SNOWDEN,AVE,,REDLANDS,CA,923742870,SAN BERNARDINO,72184,3993,1984,1985,3,7,3,2.5,2,1,,,2,1536,2088,1536,772,,552,386100
172111230000,1,,34.046599,-117.190686,229,,,ROMA,ST,,REDLANDS,CA,923735024,SAN BERNARDINO,95946,7930,1956,1956,5,8,3,3,3,,,,1,1788,2229,1788,1308,,441,463900
176091290000,1,,34.02671,-117.153682,420,,,BEVERLY,DR,,REDLANDS,CA,923737181,SAN BERNARDINO,185711,19272,1953,1953,4,7,3,3,3,,Y,1,1,2133,2553,2133,1524,,420,654700
172182040000,1,,34.042655,-117.196142,1224,,,LAUREL,AVE,,REDLANDS,CA,923734948,SAN BERNARDINO,80970,8250,1960,1961,4,6,2,2,2,,,,1,1345,1816,1345,1345,,471,507900
173331110000,1,,34.045888,-117.166067,614,,,JUNIPER,CT,,REDLANDS,CA,923746236,SAN BERNARDINO,11706,8000,1962,1962,4,7,2,2,2,,Y,1,1,1740,2272,1740,1420,,532,442100
175072120000,1,,34.038338,-117.180218,926,,S,CENTER,ST,,REDLANDS,CA,923736735,SAN BERNARDINO,94044,15120,1905,1940,5,9,4,4,4,,,,2,3455,3455,3455,1840,,400,982700
294133150000,1,VAV,34.017619,-117.140018,30450,,E,SUNSET,DR,,REDLANDS,CA,923737364,SAN BERNARDINO,330000,57500,2006,2006,3,9,4,3.5,3,1,Y,00S,1,3952,5155,3952,3952,,1203,945200
173375070000,1,,34.054529,-117.157178,1345,,,MORRISON,DR,,REDLANDS,CA,923745462,SAN BERNARDINO,90292,9500,1979,1979,4,6,2,2,2,,,,1,1602,2062,1602,1602,,460,463300
173041050000,1,,34.046762,-117.180745,505,,,ALVARADO,ST,,REDLANDS,CA,923735931,SAN BERNARDINO,36808,10240,1911,1930,2,6,1,1,1,,,,2,1498,1498,1498,1283,,192,464000
172492070000,1,,34.035427,-117.193523,1341,,W,CLIFTON,AVE,,REDLANDS,CA,923735607,SAN BERNARDINO,118367,10100,1975,1975,3,6,2,2,2,,,,1,1703,2208,1703,1703,,505,552600
171086040000,1,,34.056933,-117.174675,116,,,11TH,ST,,REDLANDS,CA,923743566,SAN BERNARDINO,127345,6525,1945,1945,1,3,2,2,2,,Y,1,1,825,825,825,678,,,332900
175322060000,1,,34.026967,-117.176077,1534,,,CAMEO,DR,,REDLANDS,CA,923736928,SAN BERNARDINO,123296,14850,1957,1957,4,8,2,2,2,,Y,1,1,1820,2304,1820,1820,,484,726100
167122240000,1,,34.077443,-117.184908,1603,,,CLAY,ST,,REDLANDS,CA,923742208,SAN BERNARDINO,27281,6400,1945,1945,2,5,1,1,1,,,,1,978,978,978,978,,540,228100
170342290000,1,,34.061686,-117.14998,626,,,CARDINAL,LN,,REDLANDS,CA,923744101,SAN BERNARDINO,10949,8320,1959,1959,3,6,2,2,2,,,,1,1570,2032,1570,1570,,462,419600
1212285100000,1,,34.072156,-117.164068,1412,,,VILLAGE,ST,,REDLANDS,CA,923742669,SAN BERNARDINO,57222,4264,1985,1985,3,7,2,2,2,,,,1,1720,1720,1780,1720,,768,235600
170061020000,1,,34.06435,-117.160005,1302,,,CLOCK,AVE,,REDLANDS,CA,923743807,SAN BERNARDINO,14766,9000,1949,1949,3,5,1,1,1,,,,1,1151,1151,1151,1151,,360,355000
172201280000,1,,34.045068,-117.189146,918,,W,FERN,AVE,,REDLANDS,CA,923735872,SAN BERNARDINO,47786,7548,1963,1963,3,7,3,3,3,,,,1,1693,2145,1693,1453,,452,414000
1212284090000,1,,34.070923,-117.165439,1156,,,GLEN HAVEN,WAY,,REDLANDS,CA,923742677,SAN BERNARDINO,68979,5000,1979,1979,3,6,2,2,2,,,,,1856,1856,1856,1536,,720,243100
300381060000,1,VFA,34.01846,-117.133397,30746,,E,SUNSET,DR,,REDLANDS,CA,923737448,SAN BERNARDINO,160906,13000,1963,1964,4,10,3,3,3,,Y,1,4,3045,3045,3045,1408,,736,926300
167771500000,1,,34.073855,-117.184315,1500,,,CLAY,ST,,REDLANDS,CA,923742229,SAN BERNARDINO,44918,9240,1988,1988,3,6,2,2,2,,,,1,1306,1796,1306,1306,,490,338700
170072220000,3,,34.060753,-117.170428,617,,,DIVISION,ST,,REDLANDS,CA,923743642,SAN BERNARDINO,71431,10200,1990,,5,14,3,1,3,,,,1,589,589,1821,300,,256,369300
174581020000,1,,34.053602,-117.139563,1786,,,SOMERSET,LN,,REDLANDS,CA,923745561,SAN BERNARDINO,57934,9984,1986,1986,3,7,3,2.5,2,1,,,2,1808,2552,1808,953,,744,460300
292241450000,1,,34.053178,-117.207254,1510,,,ORANGE,AVE,803,REDLANDS,CA,923731498,SAN BERNARDINO,99692,1141,2011,2011,3,6,3,2.5,2,1,,,,1600,2092,1600,646,,492,390100
294262070000,1,VFA,34.01183,-117.171405,900,,,CREEKSIDE,DR,,REDLANDS,CA,923736983,SAN BERNARDINO,227829,32200,2004,2004,3,9,3,2.5,2,1,,,1,3466,4234,3466,3466,,768,989400
169233100000,1,,34.059859,-117.179429,509,,N,7TH,ST,,REDLANDS,CA,92373,SAN BERNARDINO,23314,4796,1930,1930,2,4,1,1,1,,,,1,702,702,702,702,,600,342100
1212251380000,1,,34.073928,-117.161839,1255,,E,PENNSYLVANIA,AVE,,REDLANDS,CA,923744707,SAN BERNARDINO,126700,7852,2005,2005,3,7,3,2.5,2,1,,,1,2306,2726,2306,2306,,420,477000
1212011350000,1,VAV,34.082849,-117.173417,803,,,ANDERSON,CT,,REDLANDS,CA,923741813,SAN BERNARDINO,123000,10125,1988,1988,4,8,3,3,3,,,,2,2097,2769,2097,1294,,672,402100
167851380000,1,,34.081077,-117.180048,1805,,,CAVE,ST,,REDLANDS,CA,923741707,SAN BERNARDINO,56299,7500,2000,2000,4,10,3,2.5,2,1,,,2,1797,2511,1797,904,,714,420600
292101080000,1,,34.060255,-117.243292,10655,,,MOUNTAIN VIEW,AVE,,REDLANDS,CA,923738448,SAN BERNARDINO,28562,7200,1952,1952,3,6,1,1,1,,,,1,1079,1079,1079,1079,,360,315600
168741470000,1,,34.074043,-117.147257,1587,,,VALLEY FALLS,AVE,,REDLANDS,CA,923742776,SAN BERNARDINO,143961,8930,2001,2001,4,8,3,3,3,,,,2,2895,3464,2895,1421,,569,594500
174103330000,1,VFA,34.038137,-117.164509,122,,,FRANKLIN,AVE,,REDLANDS,CA,923736802,SAN BERNARDINO,176348,30800,1950,1950,4,9,3,3,3,,,,2,2530,2890,2528,1496,,360,589100
168481060000,1,,34.069659,-117.153255,1248,,,PRADO,ST,,REDLANDS,CA,923743864,SAN BERNARDINO,48649,7360,1979,1979,4,7,2,2,2,,,,1,1560,2049,1560,1560,,489,401400
176531030000,1,,34.021231,-117.170611,940,,,SUNSET HILLS,LN,,REDLANDS,CA,923736963,SAN BERNARDINO,206674,80150,2001,2001,4,11,5,3.5,4,1,Y,00S,1,3827,4997,3827,3827,,1170,1483600
176411070000,1,VGO,34.031735,-117.14591,610,,E,SUNSET,DR,,REDLANDS,CA,923736451,SAN BERNARDINO,218790,13804,1968,1968,4,9,3,3,2,1,Y,S00,1,2763,3293,2763,2148,,530,783300
176071130000,1,,34.029279,-117.164186,1631,,,HENRIETTA,ST,,REDLANDS,CA,923737242,SAN BERNARDINO,116043,16800,1954,1954,3,9,3,2.5,2,1,Y,1,1,2570,3124,2588,1693,,554,864900
1212011190000,1,VAV,34.081995,-117.17299,817,,,SINCLAIR,CT,,REDLANDS,CA,923741814,SAN BERNARDINO,113656,7192,1988,1988,3,7,3,2.5,2,1,,,2,1725,2395,1725,926,,670,403200
167831340000,1,,34.074317,-117.192383,819,,,ASHLEY,WAY,,REDLANDS,CA,923742030,SAN BERNARDINO,44675,10400,1986,1986,3,7,2,2,2,,,,1,1404,1962,1404,1404,,558,356200
169321410000,1,,34.057747,-117.176174,203,,,10TH,ST,,REDLANDS,CA,923743556,SAN BERNARDINO,71440,6480,1940,,3,6,1,1,1,,,,1,819,819,878,819,,150,304800
1212071330000,1,,34.080427,-117.171148,909,,,FRONTIER,AVE,,REDLANDS,CA,923742517,SAN BERNARDINO,105498,7114,1979,1979,4,7,2,2,2,,,,1,1862,2286,1862,1862,,424,421100
1212011050000,1,VAV,34.081183,-117.173,819,,E,PIONEER,AVE,,REDLANDS,CA,923741801,SAN BERNARDINO,51475,7688,1988,1988,4,7,3,3,3,,,,2,2097,2580,2097,1294,,483,448200
300421050000,1,VFA,34.025614,-117.138681,641,,E,MARIPOSA,DR,,REDLANDS,CA,923737353,SAN BERNARDINO,142365,15132,1978,1979,3,9,3,2.5,2,1,Y,1,1,2791,3271,2791,2791,,480,1012600
168282620000,1,,34.06619,-117.149163,1542,,E,BROCKTON,AVE,,REDLANDS,CA,923743904,SAN BERNARDINO,103914,7344,1979,1979,4,6,2,2,2,,Y,00S,1,1248,1732,1248,1248,,484,398300
172311320000,1,,34.037585,-117.192057,621,,,GREENWOOD,CT,,REDLANDS,CA,923735785,SAN BERNARDINO,97019,10800,1987,1986,4,8,3,2.5,2,1,Y,00H,2,2044,2642,2044,1012,,598,454600
174021560000,1,,34.035819,-117.171357,1355,,,FOUNTAIN,PL,,REDLANDS,CA,923737066,SAN BERNARDINO,223076,20251,2006,2007,5,9,3,3,3,,Y,00S,2,2842,3652,2842,1516,,810,1031800
172382270000,1,,34.039587,-117.195683,418,,,ARROWVIEW,DR,,REDLANDS,CA,923735757,SAN BERNARDINO,76477,14000,1978,1978,4,7,2,2,2,,Y,1,1,1819,2323,1819,1819,,504,469800
169106600000,1,,34.063407,-117.175227,809,,,LOMBARD,DR,,REDLANDS,CA,923743444,SAN BERNARDINO,45589,6534,1945,1946,3,5,2,1.5,1,1,,,1,1172,1172,1172,948,,360,312800
